N° Police,Nom,Prénom,Sexe,Âge,Catégorie Prof.,Salaire Annuel (€),Ville,Code Postal,Type Contrat,Statut Contrat,Date Souscription,Date Échéance,Ancienneté (mois),Prime Annuelle (€),Franchise (€),Nb Garanties,Type Véhicule,Usage Véhicule,Puissance Fiscale (CV),Valeur Véhicule (€),Coeff. Bonus-Malus,Nb Sinistres (3 ans),Montant Sinistres (€),Dernier Sinistre,Score Risque (0-100),Résiliation
POL-2026-00266,Traoré,Jean,H,27,Ouvrier,25500,Paris,75017,Bronze,Actif,06/08/2014,06/08/2026,144,632,800,2,Berline,Privé,9,21600,0.92,0,0,Aucun,32,0
POL-2026-00267,Dupont,Pierre,H,43,Retraité,32900,Bordeaux,33005,Silver,Actif,22/03/2024,22/03/2027,29,1227,400,5,SUV,Trajet travail,10,17900,1.22,2,3549,2-3 ans,69,0
POL-2026-00268,André,Alexandre,H,46,Ouvrier,26200,Lyon,69003,Bronze,Actif,18/08/2024,18/08/2026,24,594,800,3,Berline,Trajet travail,9,38700,0.78,0,0,Aucun,27,0
POL-2026-00269,Thomas,Ibrahim,H,32,Ouvrier,25600,Paris,75006,Gold,Actif,17/11/2014,17/11/2026,141,1012,300,8,Citadine,Trajet travail,6,12800,0.89,0,0,Aucun,33,0
POL-2026-00270,Moreau,Jean,H,42,Indépendant,29400,Bordeaux,33000,Gold,Actif,25/06/2015,25/06/2027,134,625,400,7,Berline,Privé,7,16000,0.65,0,0,Aucun,0,0
POL-2026-00271,Bertrand,Alexandre,H,49,Cadre,39600,Bordeaux,33003,Bronze,Actif,17/07/2015,17/07/2027,133,482,800,2,Citadine,Trajet travail,5,9400,0.98,1,705,1-2 ans,46,0
POL-2026-00272,Vincent,Michel,H,50,Cadre,72700,Toulouse,31011,Silver,Actif,23/05/2020,23/05/2027,75,918,400,5,Utilitaire,Professionnel,6,9300,1.12,0,0,Aucun,55,0
POL-2026-00273,Roux,Mamadou,H,62,Cadre,47200,Nice,6006,Bronze,Actif,01/11/2018,01/11/2026,94,842,800,3,Berline,Privé,9,15000,1.13,2,1742,1-2 ans,71,0
POL-2026-00274,Vincent,Manon,F,59,Employé,24200,Marseille,13007,Bronze,Actif,21/05/2026,21/05/2027,3,645,1000,3,SUV,Privé,7,42800,0.83,0,0,Aucun,35,0
POL-2026-00275,Henry,Céline,F,29,Retraité,20600,Nantes,44016,Gold,Actif,16/03/2022,16/03/2027,53,1594,300,6,Berline,Privé,9,48000,1.01,0,0,Aucun,45,0
POL-2026-00276,Petit,Samuel,H,64,Employé,30800,Paris,75002,Silver,Actif,28/09/2018,28/09/2026,95,865,500,4,SUV,Privé,11,38700,0.74,0,0,Aucun,15,0
POL-2026-00277,David,Karim,H,35,Employé,21700,Lille,59007,Gold,Actif,10/09/2024,10/09/2026,23,1114,200,8,Citadine,Professionnel,4,11600,0.98,1,955,2-3 ans,62,0
POL-2026-00278,Durand,Yann,H,56,Employé,28400,Nice,6003,Bronze,Actif,14/08/2024,14/08/2026,24,504,600,2,Utilitaire,Trajet travail,7,15500,0.87,0,0,Aucun,24,0
POL-2026-00279,Garcia,Marie,F,43,Retraité,28300,Nantes,44009,Bronze,Actif,23/11/2025,23/11/2026,9,538,600,3,Berline,Privé,9,15700,0.85,0,0,Aucun,19,0
POL-2026-00280,Rousseau,Amina,F,37,Cadre,42000,Toulouse,31006,Silver,Actif,15/06/2023,15/06/2027,38,533,400,5,Citadine,Privé,5,24700,0.89,1,723,1-2 ans,15,0
POL-2026-00281,Dubois,Samuel,H,18,Indépendant,22200,Bordeaux,33000,Silver,Actif,24/10/2011,24/10/2026,178,1347,500,5,Citadine,Professionnel,5,11200,1.02,3,2571,6-12 mois,80,0
POL-2026-00282,Bertrand,Samuel,H,40,Retraité,26600,Lyon,69001,Platine,Suspendu,14/03/2016,14/03/2027,125,1329,150,10,Citadine,Privé,6,25200,0.79,1,18678,6-12 mois,22,1
POL-2026-00283,Bernard,Alexandre,H,22,Employé,28500,Bordeaux,33017,Bronze,Actif,27/06/2012,27/06/2027,170,1093,800,2,Berline,Trajet travail,8,35800,0.86,0,0,Aucun,40,0
POL-2026-00284,Kouassi,Hugo,H,55,Indépendant,35700,Lille,59001,Gold,Actif,14/09/2022,14/09/2026,47,1410,300,6,SUV,Privé,7,16300,1.18,0,0,Aucun,40,0
POL-2026-00285,Guerin,Claire,F,62,Cadre,39600,Nice,6015,Gold,Actif,31/08/2017,31/08/2026,108,2167,400,7,Sportive,Privé,12,35600,1.37,0,0,Aucun,65,0
POL-2026-00286,Laurent,Jean,H,32,Employé,22300,Marseille,13018,Silver,Actif,01/05/2013,01/05/2027,160,642,600,4,SUV,Trajet travail,10,23700,0.61,0,0,Aucun,8,0
POL-2026-00287,Moreau,Mamadou,H,46,Indépendant,38700,Paris,75009,Bronze,Actif,24/04/2021,24/04/2027,64,321,800,2,Berline,Privé,7,21400,0.55,0,0,Aucun,0,0
POL-2026-00288,Robert,Nicolas,H,33,Étudiant,11000,Toulouse,31006,Silver,Actif,28/10/2016,28/10/2026,118,584,600,5,Berline,Trajet travail,6,21500,0.66,0,0,Aucun,14,0
POL-2026-00289,André,Michel,H,34,Employé,20800,Paris,75015,Bronze,Actif,19/03/2016,19/03/2027,125,1033,600,3,SUV,Privé,10,85600,0.85,0,0,Aucun,21,0
POL-2026-00290,Henry,Olivier,H,52,Ouvrier,25000,Paris,75019,Gold,Actif,28/03/2014,28/03/2027,149,868,300,7,Utilitaire,Trajet travail,5,12300,1.01,0,0,Aucun,38,0
POL-2026-00291,Martinez,Julie,F,41,Employé,32300,Lyon,69002,Silver,Actif,24/02/2012,24/02/2027,174,666,500,5,Citadine,Trajet travail,4,13000,0.98,0,0,Aucun,40,0
POL-2026-00292,Diallo,Louis,H,65,Ouvrier,14400,Lille,59019,Platine,Résilié,30/05/2017,30/05/2027,111,2656,150,9,Sportive,Trajet travail,14,55800,0.8,1,2917,1-2 ans,38,1
POL-2026-00293,Bertrand,Laura,F,36,Ouvrier,29000,Paris,75018,Silver,Actif,07/11/2017,07/11/2026,105,835,500,4,Berline,Privé,6,22000,0.98,1,1897,1-2 ans,46,0
POL-2026-00294,Michel,Jean,H,55,Ouvrier,19600,Paris,75002,Silver,Actif,12/08/2013,12/08/2026,156,732,600,5,SUV,Trajet travail,8,31200,0.65,1,939,6-12 mois,10,0
POL-2026-00295,André,Inès,F,43,Ouvrier,26100,Paris,75001,Gold,Actif,26/05/2016,26/05/2027,123,1734,200,7,Sportive,Professionnel,19,31200,0.79,0,0,Aucun,23,0
POL-2026-00296,Moreau,Aïcha,F,52,Employé,31200,Nantes,44014,Silver,Résilié,29/03/2021,29/03/2027,65,976,400,5,SUV,Privé,11,31100,0.81,1,3524,1-2 ans,38,1
POL-2026-00297,Fotso,Camille,F,36,Indépendant,46300,Bordeaux,33001,Gold,Actif,09/03/2017,09/03/2027,113,491,400,6,Citadine,Privé,6,14400,0.51,0,0,Aucun,0,0
POL-2026-00298,Leroy,Manon,F,41,Indépendant,42800,Paris,75012,Bronze,Actif,14/05/2018,14/05/2027,99,401,1000,3,Berline,Trajet travail,7,24700,0.59,1,5661,6-12 mois,12,0
POL-2026-00299,André,Aïcha,F,40,Indépendant,18100,Paris,75001,Platine,Actif,08/03/2023,08/03/2027,41,830,150,11,Citadine,Privé,4,14700,0.6,0,0,Aucun,5,0
POL-2026-00300,Lambert,Marie,F,31,Employé,21900,Toulouse,31013,Gold,Résilié,27/11/2018,27/11/2026,93,1965,200,8,SUV,Trajet travail,11,49200,1.05,0,0,Aucun,43,1
POL-2026-00301,Dubois,Céline,F,51,Cadre,56400,Lyon,69004,Gold,Actif,21/04/2017,21/04/2027,112,893,200,6,Citadine,Trajet travail,5,16700,0.87,0,0,Aucun,20,0
POL-2026-00302,André,Antoine,H,50,Cadre,52400,Toulouse,31001,Silver,Actif,26/02/2013,26/02/2027,162,959,400,4,SUV,Privé,10,30800,0.95,0,0,Aucun,18,0
POL-2026-00303,Girard,Karim,H,50,Employé,32300,Marseille,13001,Gold,Actif,21/12/2017,21/12/2026,104,505,300,7,Utilitaire,Trajet travail,5,11900,0.5,0,0,Aucun,2,0
POL-2026-00304,Lefebvre,Louis,H,62,Employé,35900,Nice,6003,Bronze,Actif,26/02/2024,26/02/2027,30,301,800,3,Citadine,Trajet travail,6,9700,0.5,0,0,Aucun,8,0
POL-2026-00305,Petit,Chloé,F,61,Cadre,64400,Lyon,69010,Gold,Actif,01/12/2011,01/12/2026,177,1048,400,8,Berline,Privé,8,20400,0.93,0,0,Aucun,16,0
POL-2026-00306,Dubois,Karim,H,37,Indépendant,35600,Bordeaux,33001,Bronze,Actif,18/12/2017,18/12/2026,104,447,1000,3,SUV,Professionnel,11,32800,0.5,0,0,Aucun,6,0
POL-2026-00307,Martin,Julien,H,47,Employé,17600,Paris,75016,Bronze,Actif,04/04/2022,04/04/2027,52,682,1000,2,Berline,Privé,6,18600,1.1,0,0,Aucun,58,0
POL-2026-00308,Mercier,Julie,F,34,Retraité,19100,Nice,6012,Silver,Actif,13/04/2015,13/04/2027,136,329,400,5,Citadine,Privé,5,8600,0.5,0,0,Aucun,1,0
POL-2026-00309,Robert,Antoine,H,42,Ouvrier,26400,Nice,6005,Bronze,Actif,10/11/2020,10/11/2026,69,525,600,3,Citadine,Trajet travail,6,7900,1.03,0,0,Aucun,39,0
POL-2026-00310,Fotso,Louis,H,34,Indépendant,27700,Lille,59019,Silver,Actif,10/01/2021,10/01/2027,67,538,500,5,Berline,Privé,7,12300,0.67,0,0,Aucun,5,0
POL-2026-00311,Laurent,Éric,H,63,Cadre,65200,Marseille,13013,Gold,Actif,05/01/2014,05/01/2027,151,1329,300,8,SUV,Trajet travail,10,27600,1.0,2,3062,1-2 ans,54,0
POL-2026-00312,Faure,Thomas,H,47,Cadre,64200,Paris,75013,Bronze,Actif,29/08/2013,29/08/2026,156,831,1000,2,Berline,Privé,6,13200,1.53,0,0,Aucun,83,0
POL-2026-00313,Rousseau,Yann,H,39,Ouvrier,24500,Nantes,44003,Gold,Résilié,25/10/2018,25/10/2026,94,464,200,7,Citadine,Trajet travail,6,8500,0.5,1,5612,6-12 mois,6,1
POL-2026-00314,Mercier,Louis,H,58,Étudiant,5000,Lille,59014,Bronze,Actif,15/01/2021,15/01/2027,67,655,600,2,Berline,Privé,7,19200,0.94,0,0,Aucun,34,0
POL-2026-00315,Diallo,Mamadou,H,18,Cadre,31700,Paris,75011,Gold,Actif,09/09/2013,09/09/2026,155,865,200,8,Berline,Trajet travail,8,13800,0.53,0,0,Aucun,2,0
POL-2026-00316,Richard,Julien,H,18,Ouvrier,31300,Marseille,13019,Gold,Suspendu,11/12/2023,11/12/2026,32,1387,400,6,Citadine,Trajet travail,6,13700,1.02,0,0,Aucun,58,0
POL-2026-00317,Laurent,Samuel,H,52,Ouvrier,22600,Marseille,13009,Silver,Actif,11/06/2015,11/06/2027,134,803,600,4,SUV,Trajet travail,10,38900,0.76,0,0,Aucun,22,0
POL-2026-00318,Lefebvre,Léa,F,43,Indépendant,22000,Nantes,44013,Gold,Actif,23/11/2017,23/11/2026,105,1009,400,6,Citadine,Professionnel,5,9900,0.87,2,9213,1-2 ans,52,0
POL-2026-00319,Petit,Antoine,H,45,Employé,36300,Bordeaux,33006,Gold,Actif,21/11/2013,21/11/2026,153,617,300,6,Berline,Trajet travail,6,18900,0.63,0,0,Aucun,7,0
POL-2026-00320,Garcia,Claire,F,25,Cadre,48300,Bordeaux,33000,Gold,Actif,29/04/2020,29/04/2027,76,1044,200,8,Utilitaire,Trajet travail,6,21700,1.07,1,1911,< 6 mois,67,0
POL-2026-00321,David,Nathalie,F,42,Cadre,65200,Bordeaux,33002,Silver,Suspendu,24/03/2014,24/03/2027,149,481,600,5,Berline,Trajet travail,9,17100,0.52,1,1229,< 6 mois,1,0
POL-2026-00322,Henry,Julien,H,68,Étudiant,10800,Lyon,69017,Silver,Résilié,28/05/2026,28/05/2027,3,1066,400,4,Berline,Professionnel,6,16700,1.03,0,0,Aucun,61,1
POL-2026-00323,Garcia,Éric,H,53,Cadre,60600,Lyon,69014,Gold,Actif,05/04/2015,05/04/2027,136,717,200,8,Citadine,Trajet travail,5,18200,0.72,0,0,Aucun,9,0
POL-2026-00324,Diallo,Louis,H,44,Cadre,57200,Paris,75007,Bronze,Actif,30/07/2025,30/07/2027,13,378,1000,3,Citadine,Professionnel,5,16400,0.53,0,0,Aucun,18,0
POL-2026-00325,Roussel,Amina,F,36,Sans emploi,7900,Lille,59013,Gold,Résilié,22/01/2017,22/01/2027,115,1158,300,8,Citadine,Privé,4,14800,1.21,1,1755,< 6 mois,74,1
POL-2026-00326,Kamga,Isabelle,F,37,Cadre,77300,Marseille,13000,Bronze,Actif,07/09/2023,07/09/2026,35,791,600,2,SUV,Trajet travail,10,41500,0.85,0,0,Aucun,26,0
POL-2026-00327,Richard,Manon,F,18,Employé,30900,Marseille,13000,Gold,Actif,06/03/2012,06/03/2027,173,1985,300,8,Utilitaire,Trajet travail,6,9000,1.34,1,1639,1-2 ans,98,0
POL-2026-00328,Ndiaye,Pierre,H,45,Employé,19000,Paris,75010,Bronze,Actif,19/02/2015,19/02/2027,138,483,600,2,Citadine,Privé,4,19300,1.1,0,0,Aucun,50,0
POL-2026-00329,Legrand,Manon,F,53,Employé,32600,Paris,75012,Bronze,Actif,19/01/2025,19/01/2027,19,332,600,3,Citadine,Privé,5,13800,0.63,0,0,Aucun,4,0
POL-2026-00330,Ndiaye,Thomas,H,22,Employé,32500,Toulouse,31018,Platine,Actif,17/04/2013,17/04/2027,160,2642,150,9,Citadine,Professionnel,6,17100,0.89,1,816,< 6 mois,51,0
POL-2026-00331,Roux,Laura,F,33,Cadre,63900,Paris,75015,Gold,Actif,09/10/2022,09/10/2026,46,1129,200,8,Berline,Privé,9,25200,0.9,0,0,Aucun,42,0
POL-2026-00332,Kouassi,Samuel,H,27,Indépendant,32000,Paris,75005,Gold,Actif,10/06/2018,10/06/2027,98,1494,400,7,Berline,Privé,8,22400,1.23,0,0,Aucun,66,0
POL-2026-00333,Martinez,Laura,F,29,Indépendant,45600,Lille,59016,Platine,Actif,17/04/2025,17/04/2027,16,2061,100,11,SUV,Privé,10,27200,0.98,1,847,1-2 ans,40,0
POL-2026-00334,Thomas,Fatou,F,43,Employé,34100,Lyon,69009,Silver,Actif,22/01/2025,22/01/2027,19,786,500,5,Utilitaire,Privé,8,20500,0.88,0,0,Aucun,31,0
POL-2026-00335,Fournier,Éric,H,18,Ouvrier,34900,Marseille,13016,Bronze,Résilié,22/12/2022,22/12/2026,44,733,1000,2,Citadine,Trajet travail,4,10800,0.88,2,1136,1-2 ans,61,1
POL-2026-00336,Petit,Inès,F,50,Employé,24800,Marseille,13003,Bronze,Actif,14/08/2018,14/08/2026,96,907,800,3,SUV,Professionnel,8,40600,0.81,0,0,Aucun,25,0
POL-2026-00337,Kouassi,Olivier,H,52,Étudiant,8500,Nantes,44000,Silver,Actif,08/06/2018,08/06/2027,98,1051,400,5,Berline,Professionnel,7,12600,1.1,0,0,Aucun,72,0
POL-2026-00338,Garcia,Camille,F,39,Employé,26000,Lyon,69001,Bronze,Actif,30/10/2013,30/10/2026,154,426,1000,2,Citadine,Trajet travail,5,9900,0.85,1,766,2-3 ans,35,0
POL-2026-00339,Simon,Yann,H,18,Ouvrier,18800,Lille,59019,Platine,Résilié,09/02/2024,09/02/2027,30,1928,100,8,Utilitaire,Trajet travail,7,36800,0.84,1,3657,6-12 mois,48,1
POL-2026-00340,Bonnet,Laura,F,29,Cadre,39000,Nice,6001,Bronze,Actif,19/05/2015,19/05/2027,135,361,800,3,Citadine,Privé,4,9600,0.76,1,849,< 6 mois,36,0
POL-2026-00341,Morel,Éric,H,58,Ouvrier,11600,Bordeaux,33018,Bronze,Actif,27/06/2026,27/06/2027,2,572,800,3,SUV,Professionnel,10,27600,0.67,0,0,Aucun,18,0
POL-2026-00342,Robert,Nathalie,F,18,Cadre,41300,Marseille,13014,Bronze,Actif,30/03/2022,30/03/2027,53,624,800,3,SUV,Privé,8,22000,0.61,0,0,Aucun,28,0
POL-2026-00343,Perrin,Nathalie,F,37,Indépendant,40500,Lille,59002,Bronze,Actif,23/12/2023,23/12/2026,32,457,800,3,Utilitaire,Privé,8,20200,0.69,0,0,Aucun,2,0
POL-2026-00344,Nguyen,Léa,F,27,Employé,23100,Marseille,13017,Bronze,Actif,25/09/2024,25/09/2026,23,1012,1000,3,Berline,Professionnel,8,17000,1.22,1,2637,6-12 mois,70,0
POL-2026-00345,Muller,Isabelle,F,52,Étudiant,13400,Marseille,13002,Silver,Actif,29/11/2017,29/11/2026,105,770,400,4,Citadine,Professionnel,6,11200,0.76,0,0,Aucun,33,0
POL-2026-00346,Legrand,Inès,F,33,Cadre,50300,Toulouse,31002,Bronze,Actif,21/02/2013,21/02/2027,162,903,800,2,SUV,Privé,10,40400,1.03,2,4118,6-12 mois,68,0
POL-2026-00347,Fournier,Amina,F,47,Indépendant,50100,Lyon,69011,Silver,Actif,09/08/2016,09/08/2026,120,564,500,4,SUV,Trajet travail,9,23500,0.5,1,1421,1-2 ans,0,0
POL-2026-00348,Bonnet,Samuel,H,49,Retraité,24300,Paris,75005,Gold,Actif,11/11/2013,11/11/2026,153,1176,300,6,Berline,Trajet travail,6,29000,0.95,1,881,1-2 ans,34,0
POL-2026-00349,Lambert,Anne,F,66,Sans emploi,9200,Marseille,13005,Silver,Actif,27/10/2017,27/10/2026,106,720,400,5,SUV,Privé,8,40000,0.73,0,0,Aucun,21,0
POL-2026-00350,Durand,Laurent,H,39,Employé,29600,Paris,75003,Silver,Actif,14/10/2025,14/10/2026,10,568,500,5,Citadine,Privé,6,17400,0.75,0,0,Aucun,16,0
POL-2026-00351,Thomas,Sophie,F,47,Employé,37400,Marseille,13012,Silver,Actif,19/06/2021,19/06/2027,62,746,400,4,Berline,Privé,7,23100,0.87,0,0,Aucun,27,0
POL-2026-00352,Lefebvre,Alexandre,H,23,Employé,26000,Toulouse,31000,Bronze,Actif,11/04/2014,11/04/2027,148,1063,800,3,Utilitaire,Trajet travail,5,56000,0.8,0,0,Aucun,40,0
POL-2026-00353,Girard,Sarah,F,57,Employé,33400,Nice,6004,Bronze,Actif,26/12/2025,26/12/2026,8,250,1000,2,Citadine,Privé,4,17400,0.5,0,0,Aucun,0,0
POL-2026-00354,Durand,Élodie,F,32,Ouvrier,25000,Paris,75011,Platine,Actif,28/02/2025,28/02/2027,18,1894,100,9,Berline,Trajet travail,8,24600,1.08,1,1054,1-2 ans,41,0
POL-2026-00355,Richard,Nicolas,H,35,Sans emploi,6400,Bordeaux,33009,Silver,Résilié,21/02/2014,21/02/2027,150,1198,600,5,Sportive,Privé,16,33100,0.92,0,0,Aucun,20,1
POL-2026-00356,Nguyen,David,H,42,Sans emploi,7700,Marseille,13013,Bronze,Actif,05/08/2025,05/08/2026,12,747,800,3,SUV,Professionnel,11,29000,0.77,3,4632,< 6 mois,53,0
POL-2026-00357,Roux,Émilie,F,22,Ouvrier,33600,Paris,75004,Silver,Actif,16/04/2012,16/04/2027,172,1106,400,5,Utilitaire,Trajet travail,8,29700,0.7,0,0,Aucun,9,0
POL-2026-00358,Martinez,Nathalie,F,45,Ouvrier,23200,Paris,75012,Gold,Actif,30/04/2015,30/04/2027,136,985,300,6,Berline,Professionnel,8,40000,0.51,0,0,Aucun,1,0
POL-2026-00359,Lambert,Michel,H,55,Retraité,25700,Paris,75015,Silver,Actif,05/08/2016,05/08/2026,120,1735,400,5,Sportive,Privé,15,75500,0.85,0,0,Aucun,15,0
POL-2026-00360,Muller,Claire,F,46,Étudiant,11800,Paris,75007,Silver,Actif,09/08/2018,09/08/2026,96,891,600,5,Citadine,Trajet travail,6,15800,1.18,0,0,Aucun,67,0
POL-2026-00361,Muller,Sophie,F,21,Employé,32400,Lyon,69005,Gold,Résilié,16/04/2025,16/04/2027,16,1599,400,7,Berline,Trajet travail,6,14200,0.96,2,1990,2-3 ans,84,1
POL-2026-00362,Garcia,Pierre,H,40,Ouvrier,24100,Marseille,13011,Silver,Actif,12/05/2020,12/05/2027,75,465,500,4,Berline,Privé,8,26100,0.55,0,0,Aucun,0,0
POL-2026-00363,Nguyen,Alexandre,H,52,Retraité,11800,Toulouse,31011,Silver,Actif,27/07/2014,27/07/2027,145,693,600,4,SUV,Privé,9,19400,0.86,0,0,Aucun,28,0
POL-2026-00364,Roux,Nicolas,H,18,Cadre,52200,Paris,75001,Bronze,Actif,13/02/2013,13/02/2027,162,712,600,3,Utilitaire,Privé,8,10700,0.91,0,0,Aucun,34,0
POL-2026-00365,Nguyen,Léa,F,28,Cadre,23500,Paris,75011,Bronze,Résilié,06/11/2019,06/11/2026,81,905,600,2,SUV,Privé,11,32600,1.08,1,1271,1-2 ans,52,1
POL-2026-00366,Fournier,Jean,H,53,Sans emploi,9700,Paris,75003,Platine,Actif,20/01/2014,20/01/2027,151,1890,0,9,Berline,Privé,8,26400,0.94,0,0,Aucun,47,0
POL-2026-00367,Richard,Émilie,F,46,Sans emploi,7500,Toulouse,31011,Silver,Actif,31/12/2014,31/12/2026,140,473,500,4,Berline,Privé,8,30200,0.5,0,0,Aucun,0,0
POL-2026-00368,Henry,Sarah,F,47,Étudiant,11300,Lyon,69018,Silver,Actif,10/09/2025,10/09/2026,11,868,400,4,Berline,Privé,8,26200,0.95,2,1427,6-12 mois,52,0
POL-2026-00369,Bernard,Ibrahim,H,66,Retraité,20500,Toulouse,31010,Silver,Actif,11/04/2017,11/04/2027,112,506,500,5,Berline,Trajet travail,8,26500,0.54,0,0,Aucun,0,0
POL-2026-00370,Roussel,Chloé,F,48,Employé,19600,Paris,75015,Bronze,Actif,12/05/2017,12/05/2027,111,256,1000,3,Citadine,Privé,4,8500,0.51,1,488,< 6 mois,15,0
POL-2026-00371,Dubois,Amina,F,51,Cadre,57800,Paris,75006,Gold,Actif,13/06/2018,13/06/2027,98,852,300,6,Berline,Privé,7,21200,0.77,0,0,Aucun,0,0
POL-2026-00372,Moreau,Thomas,H,77,Ouvrier,28300,Nice,6018,Bronze,Actif,29/01/2015,29/01/2027,139,436,800,2,Utilitaire,Trajet travail,7,10600,0.82,0,0,Aucun,19,0
POL-2026-00373,Martinez,Antoine,H,39,Ouvrier,21300,Paris,75016,Gold,Actif,28/04/2013,28/04/2027,160,526,200,6,SUV,Privé,10,14900,0.5,0,0,Aucun,0,0
POL-2026-00374,Kouassi,Antoine,H,32,Cadre,50900,Paris,75018,Silver,Actif,10/05/2018,10/05/2027,99,1072,400,5,SUV,Privé,8,38900,1.03,0,0,Aucun,36,0
POL-2026-00375,Fournier,Louis,H,48,Ouvrier,39600,Paris,75014,Bronze,Actif,09/10/2021,09/10/2026,58,705,1000,2,Berline,Privé,9,16900,0.99,0,0,Aucun,47,0
POL-2026-00376,Richard,Ibrahim,H,48,Cadre,63600,Nice,6012,Bronze,Actif,30/12/2011,30/12/2026,176,636,1000,3,Berline,Privé,9,29900,0.83,0,0,Aucun,32,0
POL-2026-00377,Laurent,Inès,F,35,Indépendant,45800,Bordeaux,33010,Gold,Actif,16/03/2012,16/03/2027,173,652,200,6,Citadine,Trajet travail,5,17700,0.68,2,1558,2-3 ans,15,0
POL-2026-00378,Kamga,Yann,H,29,Cadre,58800,Bordeaux,33018,Bronze,Actif,18/05/2016,18/05/2027,123,434,600,2,Berline,Privé,6,17700,0.67,0,0,Aucun,28,0
POL-2026-00379,Guerin,Éric,H,72,Cadre,77200,Nice,6016,Bronze,Actif,23/01/2017,23/01/2027,115,680,1000,3,Berline,Privé,9,27000,0.97,0,0,Aucun,25,0
POL-2026-00380,Robert,Aïcha,F,46,Employé,27700,Paris,75008,Gold,Actif,14/01/2025,14/01/2027,19,609,200,6,Citadine,Professionnel,4,9500,0.5,0,0,Aucun,17,0
POL-2026-00381,Vincent,Inès,F,32,Employé,14200,Nice,6001,Silver,Actif,07/08/2020,07/08/2026,72,1007,500,5,Citadine,Professionnel,5,6300,1.11,0,0,Aucun,56,0
POL-2026-00382,Lefebvre,Camille,F,54,Retraité,22600,Paris,75000,Silver,Actif,09/08/2023,09/08/2026,36,862,600,5,SUV,Privé,11,31300,0.77,0,0,Aucun,18,0
POL-2026-00383,Leroy,Émilie,F,41,Cadre,61500,Bordeaux,33004,Bronze,Actif,27/11/2018,27/11/2026,93,470,1000,2,Berline,Privé,8,18700,0.83,0,0,Aucun,22,0
POL-2026-00384,Nguyen,Louis,H,39,Employé,21900,Marseille,13001,Gold,Actif,19/04/2014,19/04/2027,148,637,300,7,Berline,Trajet travail,6,18900,0.5,0,0,Aucun,0,0
POL-2026-00385,Legrand,Alexandre,H,49,Indépendant,38200,Marseille,13004,Bronze,Actif,06/03/2023,06/03/2027,41,479,800,3,Citadine,Trajet travail,4,24000,0.79,0,0,Aucun,25,0
POL-2026-00386,Leroy,Julie,F,25,Ouvrier,18500,Nice,6002,Bronze,Actif,25/09/2011,25/09/2026,179,576,1000,3,Berline,Trajet travail,7,12900,1.03,0,0,Aucun,32,0
POL-2026-00387,Faure,Léa,F,47,Employé,38200,Paris,75019,Bronze,Actif,09/08/2024,09/08/2026,24,397,1000,2,Berline,Privé,8,25200,0.53,1,206,< 6 mois,9,0
POL-2026-00388,Fournier,Émilie,F,67,Cadre,67600,Nice,6001,Bronze,Actif,16/02/2025,16/02/2027,18,567,1000,2,Berline,Privé,8,15500,0.87,0,0,Aucun,25,0
POL-2026-00389,Dubois,Louis,H,48,Employé,33100,Lyon,69012,Bronze,Actif,18/01/2012,18/01/2027,175,635,800,3,Berline,Privé,6,30200,0.84,0,0,Aucun,14,0
POL-2026-00390,Girard,Élodie,F,37,Ouvrier,26900,Bordeaux,33007,Bronze,Actif,22/02/2025,22/02/2027,18,437,1000,3,Citadine,Professionnel,4,13300,0.72,0,0,Aucun,18,0
POL-2026-00391,Leroy,Émilie,F,35,Employé,27100,Nice,6003,Bronze,Actif,07/08/2015,07/08/2026,132,854,1000,2,Utilitaire,Professionnel,7,20600,1.05,1,1885,< 6 mois,47,0
POL-2026-00392,Laurent,Éric,H,37,Employé,28800,Paris,75014,Silver,Actif,18/03/2015,18/03/2027,137,293,400,5,Citadine,Privé,4,8600,0.5,0,0,Aucun,0,0
POL-2026-00393,Diallo,Inès,F,39,Employé,20600,Nice,6019,Gold,Actif,16/08/2021,16/08/2026,60,1027,200,7,Berline,Trajet travail,6,16800,0.93,0,0,Aucun,38,0
POL-2026-00394,Guerin,Anne,F,37,Ouvrier,12100,Toulouse,31015,Bronze,Résilié,20/08/2025,20/08/2026,12,680,1000,3,Citadine,Privé,5,16600,1.22,1,617,6-12 mois,69,1
POL-2026-00395,Petit,Nicolas,H,54,Employé,30900,Lille,59019,Bronze,Actif,30/12/2021,30/12/2026,56,944,600,3,Berline,Trajet travail,8,40900,1.12,0,0,Aucun,66,0
POL-2026-00396,Nguyen,Laurent,H,19,Retraité,21300,Paris,75011,Gold,Actif,11/07/2025,11/07/2027,13,1750,400,7,Citadine,Professionnel,4,14200,1.01,1,619,6-12 mois,51,0
POL-2026-00397,François,Chloé,F,53,Employé,37300,Toulouse,31013,Gold,Résilié,23/07/2016,23/07/2027,121,696,300,8,Utilitaire,Trajet travail,5,13100,0.74,0,0,Aucun,21,1
POL-2026-00398,Mbarga,Karim,H,37,Ouvrier,31900,Bordeaux,33002,Silver,Actif,25/04/2013,25/04/2027,160,582,400,4,Berline,Privé,6,24800,0.72,0,0,Aucun,14,0
POL-2026-00399,Muller,Jean,H,47,Cadre,71800,Marseille,13017,Bronze,Actif,10/09/2011,10/09/2026,179,859,800,2,SUV,Trajet travail,8,70200,0.76,0,0,Aucun,23,0
